Descripción del alimento principal,Descripción de la categoría,Energía (kcal),Proteína (g),Carbohidratos (g),"Azúcares, totales
(gramo)",Fibra dietética total (g),Grasa total (g),"Ácidos grasos, saturados totales (g)","Ácidos grasos, monoinsaturados totales (g)",Ácidos grasos poliinsaturados totales (g),Colesterol (mg),Retinol (mcg),"Vitamina A, RAE (mcg_RAE)","Caroteno, alfa (mcg)","Caroteno, beta (mcg)","Criptoxantina, beta (mcg)",Licopeno (mcg),Luteína + zeaxantina (mcg),Tiamina (mg),Riboflavina (mg),Niacina (mg),Vitamina B-6 (mg),Ácido fólico (mcg),"Folato, alimentos (mcg)","Folato, DFE (mcg_DFE)","Folato, total (mcg)","Colina, total (mg)",Vitamina B-12 (mcg),"Vitamina B-12, añadida
(mcg)",Vitamina C (mg),Vitamina D (D2 + D3) (mcg),Vitamina E (alfa-tocoferol) (mg),"Vitamina E, añadida
(mg)",Vitamina K (filoquinona) (mcg),Calcio (mg),Fósforo (mg),Magnesio (mg),"Hierro
(mg)","Zinc
(mg)",Cobre (mg),Selenio (mcg),Potasio (mg),Sodio (mg),Cafeína (mg),Teobromina (mg),Alcohol (gramos),"4:0
(gramo)","6:0
(gramo)","8:0
(gramo)","10:0
(gramo)","12:0
(gramo)","14:0
(gramo)","16:0
(gramo)","18:0
(gramo)","16:1
(gramo)","18:1
(gramo)","20:1
(gramo)","22:1
(gramo)","18:2
(gramo)","18:3
(gramo)","18:4
(gramo)","20:4
(gramo)","20:5 n-3
(gramo)","22:5 n-3
(gramo)","22:6 n-3
(gramo)","Agua
(gramo)"
Pulpo,platos combinados de carne,213,"7,08","17,44","5,6","2,2","13,19","2,562",5566,4063,17,3,18,80,137,4,180,49,"0,137","0,103",1529,"0,241",0,32,32,32,"27,8","0,16",0,11,"0,2","2,41",0,"19,7",34,101,28,"0,81","0,82","0,11","7,6",378,479,0,0,0,"0,007","0,005","0,003","0,01","0,015","0,074",1687,"0,674","0,131",5354,"0,068",0,3611,"0,434",0,"0,014",0,0,0,"60,16"
pupusa,Caramelo que no contiene chocolate,394,0,"98,3","31,45",0,"0,1",0,0,0,0,0,0,0,0,0,0,0,"0,002","0,002","0,004","0,002",0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,"0,15",0,"0,014","0,6",2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,35"
Pupusa,Embutidos y embutidos,115,"18,62","0,64","0,29",0,"3,69",1318,1521,"0,27",51,3,3,0,0,0,0,0,"0,043","0,213",5581,"0,46",0,5,5,5,"43,9","2,04",0,0,0,"0,49",0,"1,6",5,242,20,"2,05","3,2","0,086","14,7",647,853,0,0,0,0,0,0,0,0,"0,085","0,748","0,429","0,124",1333,"0,011",0,"0,178","0,018",0,"0,037","0,007","0,012","0,001","73,72"
Puré de manzana,"Pollo, piezas enteras",215,"19,4","0,2",0,0,"14,6","3,92","5,5","2,98",84,30,30,0,0,0,0,0,"0,06","0,2","0,4","0,01",0,86,86,86,"13,3","0,47",0,0,"0,2","0,27",0,"0,2",88,83,5,"0,91","0,69","0,102","3,6",31,67,0,0,0,0,0,0,0,"0,014","0,115","2,908","0,785","0,742","4,53","0,158",0,"2,57","0,108",0,0,"0,014","0,022","0,043","65,8"
Quesadilla de pollo con verduras,Puré de patatas y mezclas de patatas blancas.,173,"7,44","12,88","2,08","0,7","10,36",5465,"2,399","0,7",30,105,106,0,12,0,0,0,"0,088","0,148","0,991","0,215",1,8,11,10,16,"0,21",0,6,"0,5","0,43",0,"2,1",182,156,21,"0,31","1,09","0,113",8,250,358,0,0,0,"0,188","0,151","0,095","0,23","0,265","0,845",2534,"0,994","0,141","2,347","0,02",0,"0,649","0,073","0,001","0,015","0,003","0,005",0,"67,36"
Quesadilla,Puré de patatas y mezclas de patatas blancas.,178,"6,8","13,31","2,18","0,7","10,98",5727,2536,"0,825",29,114,115,0,17,0,0,0,"0,081","0,146","0,808","0,211",2,8,12,10,"13,6","0,2",0,"5,8","0,5","0,51",0,"2,7",182,147,21,"0,32","1,01","0,108","6,8",239,400,0,0,0,"0,201","0,159","0,1","0,24","0,277","0,882",2653,1041,"0,142",2475,"0,02",0,"0,763","0,087","0,001","0,014","0,003","0,005",0,"66,87"
quesadilla,"Patatas blancas, al horno o hervidas.",93,"2,49","21,05","1,18","2,2","0,13","0,034","0,003","0,057",0,0,1,0,6,0,0,30,"0,064","0,048",1404,"0,31",0,28,28,28,"14,7",0,0,"9,6",0,"0,04",0,2,15,70,28,"1,08","0,36","0,117","0,4",533,186,0,0,0,0,0,0,"0,001","0,004","0,001","0,022","0,005","0,001","0,001",0,0,"0,043","0,013",0,0,0,0,0,"74,55"
Queso Añejo,"Patatas blancas, al horno o hervidas.",125,"2,41","20,01","1,14","2,1","4,22","2,302","0,844","0,179",12,37,39,0,14,0,0,28,"0,061","0,045",1334,"0,294",0,27,27,27,"14,9",0,0,"9,1",0,"0,04",0,"2,2",15,67,27,"1,02","0,34","0,112","0,4",507,203,0,0,0,"0,102","0,072","0,042","0,097","0,113","0,357",1076,"0,374","0,051","0,748","0,006",0,"0,153","0,029","0,001","0,005","0,001","0,002",0,"71,63"
Queso Asadero,"Patatas blancas, al horno o hervidas.",153,"4,09","17,43","1,27","1,7","7,69","4,32",1605,"0,309",22,68,70,0,12,0,0,24,"0,057","0,086","1,131","0,255",0,25,25,25,"15,4","0,09",0,"7,7","0,1","0,12",0,"2,2",77,101,25,"0,87","0,61","0,096","2,8",444,225,0,0,0,"0,139","0,119","0,074","0,178","0,216","0,687",2008,"0,712","0,107",1549,"0,012",0,"0,251","0,04","0,001","0,01","0,002","0,004",0,"68,98"
queso blanco puertorriqueño,"Patatas blancas, al horno o hervidas.",142,"4,12","17,76","1,1",2,"6,37",3526,1325,"0,252",18,57,62,1,46,0,0,87,"0,058","0,079",1181,"0,267",0,28,28,28,"15,1","0,08",0,"10,1","0,1","0,17",0,"7,2",72,98,26,"0,93","0,61","0,101","2,6",452,228,0,0,0,"0,14","0,105","0,064","0,151","0,175","0,556",1634,"0,595","0,085",1239,"0,01",0,"0,225","0,037","0,001","0,009","0,002","0,003",0,"69,91"
Queso como ingrediente en sándwiches,"Patatas blancas, al horno o hervidas.",160,"4,32","17,4","1,65","1,2","8,26",4481,1908,"0,425",24,67,68,0,7,0,0,0,"0,1","0,069",1322,"0,254",0,9,9,9,"16,8","0,11",0,10,"0,1","0,13",0,"0,8",68,91,23,"0,31","0,61","0,172","3,8",334,253,0,0,0,"0,136","0,117","0,073","0,174","0,21","0,682","2,126","0,775","0,122",1828,"0,018",0,"0,353","0,042","0,001","0,014","0,002","0,004",0,"68,4"
queso cotija,"Patatas blancas, al horno o hervidas.",131,2,"19,05","1,8","1,3","5,44",3056,"1,111","0,224",15,47,48,0,8,0,0,0,"0,094","0,033","1,209","0,262",0,9,9,9,"15,1",0,0,"11,1",0,"0,07",0,"0,7",15,53,23,"0,3","0,29","0,185","0,6",351,184,0,0,0,"0,095","0,084","0,051","0,122","0,152","0,483","1,43","0,484","0,073",1054,"0,008",0,"0,164","0,03","0,001","0,007","0,002","0,003",0,"72,17"
Queso crema,"Patatas blancas, al horno o hervidas.",153,"3,66","17,75","1,68","1,2","7,66","4,314",1604,"0,298",22,68,69,0,7,0,0,0,"0,089","0,065","1,119","0,247",0,9,9,9,"15,2","0,09",0,"10,2","0,1","0,12",0,"0,8",69,85,23,"0,29","0,55","0,173","2,8",330,221,0,0,0,"0,139","0,119","0,074","0,178","0,215","0,687",2004,"0,711","0,107",1549,"0,012",0,"0,242","0,037","0,001","0,01","0,002","0,004",0,"69,4"
Queso cuajado de soja,"Patatas blancas, al horno o hervidas.",116,"2,38","20,1","1,12","2,1","3,21","0,642","1,152",1284,0,36,40,0,35,0,0,28,"0,061","0,047",1339,"0,429",0,27,27,27,"14,6",0,0,"9,1","0,2","0,9",0,"6,6",15,67,27,"1,02","0,34","0,112","0,4",509,189,0,0,0,0,0,0,"0,004","0,011","0,007","0,347","0,247","0,003",1138,"0,008",0,"1,149","0,133",0,0,0,0,0,"72,59"
queso de cabra,"Patatas blancas, al horno o hervidas.",126,"2,39","20,08","1,13","2,1","4,28","1,12",1478,1247,3,18,20,0,14,0,0,28,"0,061","0,046",1338,"0,322",0,27,27,27,"14,4",0,0,"9,1",0,"0,66",0,"5,3",15,67,27,"1,03","0,34","0,112","0,4",508,170,0,0,0,"0,029","0,021","0,012","0,029","0,037","0,105","0,615","0,227","0,024",1421,"0,019",0,"1,101","0,145",0,"0,002",0,"0,001",0,"71,59"
Queso de cerdo,"Patatas blancas, al horno o hervidas.",93,"2,49","21,07","1,18","2,2","0,13","0,034","0,003","0,057",0,0,1,0,6,0,0,30,"0,064","0,048",1404,"0,31",0,28,28,28,"14,7",0,0,"9,6",0,"0,04",0,2,15,70,28,"1,08","0,36","0,118","0,4",533,164,0,0,0,0,0,0,"0,001","0,004","0,001","0,022","0,005","0,001","0,001",0,0,"0,043","0,013",0,0,0,0,0,"74,59"
queso de imitación,"Patatas blancas, al horno o hervidas.",126,"2,39","20,08","1,13","2,1","4,28","1,12",1478,1247,3,18,20,0,14,0,0,28,"0,061","0,046",1338,"0,322",0,27,27,27,"14,4",0,0,"9,1",0,"0,66",0,"5,3",15,67,27,"1,03","0,34","0,112","0,4",508,170,0,0,0,"0,029","0,021","0,012","0,029","0,037","0,105","0,615","0,227","0,024",1421,"0,019",0,"1,101","0,145",0,"0,002",0,"0,001",0,"71,59"
queso feta,"Patatas blancas, al horno o hervidas.",126,"1,87","20,45","1,62","1,4","4,25","1,113",1478,1234,3,18,19,0,8,0,0,0,"0,1","0,02",1324,"0,312",0,9,9,9,"14,1",0,0,"12,1",0,"0,66",0,"3,7",5,48,24,"0,34","0,28","0,204","0,3",372,166,0,0,0,"0,029","0,021","0,012","0,029","0,036","0,105","0,61","0,226","0,024",1421,"0,019",0,1091,"0,142",0,"0,002",0,"0,001",0,"72,09"
Queso Fontina,"Patatas blancas, al horno o hervidas.",126,"1,87","20,45","1,62","1,4","4,25","1,113",1478,1234,3,18,19,0,8,0,0,0,"0,1","0,02",1324,"0,312",0,9,9,9,"14,1",0,0,"12,1",0,"0,66",0,"3,7",5,48,24,"0,34","0,28","0,204","0,3",372,166,0,0,0,"0,029","0,021","0,012","0,029","0,036","0,105","0,61","0,226","0,024",1421,"0,019",0,1091,"0,142",0,"0,002",0,"0,001",0,"72,09"
Queso fresco,"Patatas blancas, al horno o hervidas.",93,"1,95","21,46","1,69","1,5","0,1","0,026","0,002","0,043",0,0,0,0,0,0,0,0,"0,105","0,021",1389,"0,3",0,9,9,9,"14,4",0,0,"12,7",0,"0,04",0,"0,3",5,50,25,"0,35","0,29","0,214","0,3",389,159,0,0,0,0,0,0,"0,001","0,003","0,001","0,016","0,004","0,001","0,001",0,0,"0,032","0,01",0,0,0,0,0,"75,12"
Queso mozzarella,"Patatas blancas, al horno o hervidas.",131,"1,86","20,45","1,61","1,4","4,84","0,659","2,012",1863,0,0,0,0,0,0,0,0,"0,1","0,02",1324,"0,286",0,9,9,9,"13,8",0,0,"12,1",0,"0,94",0,"5,1",5,47,24,"0,34","0,28","0,204","0,3",371,152,0,0,0,0,0,0,"0,001","0,003","0,003","0,47","0,14","0,018","1,96","0,032",0,1643,"0,217",0,0,0,0,0,"71,56"
Queso para untar,"Patatas blancas, al horno o hervidas.",123,"1,9","20,45","1,64","1,4","3,99","2,188","0,804","0,16",11,35,36,0,8,0,0,0,"0,1","0,02",1324,"0,286",0,9,9,9,"14,6",0,0,"12,1",0,"0,04",0,"0,6",6,48,24,"0,34","0,28","0,204","0,3",372,176,0,0,0,"0,097","0,068","0,04","0,092","0,107","0,34",1021,"0,356","0,048","0,713","0,006",0,"0,137","0,025","0,001","0,005","0,001","0,002",0,"72,31"
Queso parmesano rallado en seco,"Patatas blancas, al horno o hervidas.",126,"1,87","20,45","1,62","1,4","4,25","1,113",1478,1234,3,18,19,0,8,0,0,0,"0,1","0,02",1324,"0,312",0,9,9,9,"14,1",0,0,"12,1",0,"0,66",0,"3,7",5,48,24,"0,34","0,28","0,204","0,3",372,166,0,0,0,"0,029","0,021","0,012","0,029","0,036","0,105","0,61","0,226","0,024",1421,"0,019",0,1091,"0,142",0,"0,002",0,"0,001",0,"72,09"
Queso requesón con fruta.,No incluido en una categoría de alimentos.,81,"2,13","17,36","0,64","2,2","0,3","0,026","0,002","0,044",0,0,0,0,1,0,0,9,"0,06","0,032",1506,"0,139",0,13,13,13,"12,6",0,0,"16,4",0,"0,01",0,"1,2",7,58,25,"0,4","0,4","0,108",0,475,3,0,0,0,0,0,0,"0,001","0,003","0,001","0,017","0,004","0,001","0,001",0,0,"0,033","0,01",0,0,0,0,0,"79,22"
Queso requesón con verduras,"Patatas blancas, al horno o hervidas.",94,"1,34","12,91","0,57","2,3","4,35",1136,"1,48",1274,3,18,19,0,9,0,0,6,"0,067","0,01","0,873","0,207",0,6,6,6,"9,1",0,0,"4,8",0,"0,67",0,"4,8",5,27,13,"1,2","0,27","0,054","0,9",218,166,0,0,0,"0,029","0,021","0,012","0,029","0,039","0,105","0,624","0,229","0,025",1422,"0,019",0,"1,12","0,151",0,"0,002",0,"0,001",0,"80,51"
Queso y Queso como ingrediente,"Patatas blancas, al horno o hervidas.",94,"1,34","12,91","0,57","2,3","4,35",1136,"1,48",1274,3,18,19,0,9,0,0,6,"0,067","0,01","0,873","0,207",0,6,6,6,"9,1",0,0,"4,8",0,"0,67",0,"4,8",5,27,13,"1,2","0,27","0,054","0,9",218,166,0,0,0,"0,029","0,021","0,012","0,029","0,039","0,105","0,624","0,229","0,025",1422,"0,019",0,"1,12","0,151",0,"0,002",0,"0,001",0,"80,51"
Queso,"Patatas blancas, al horno o hervidas.",60,"1,39","13,55","0,59","2,4","0,2","0,051","0,005","0,085",0,0,0,0,1,0,0,6,"0,07","0,01","0,916","0,189",0,6,6,6,"9,2",0,0,"5,1",0,"0,05",0,"1,5",5,28,14,"1,25","0,28","0,057","0,9",228,159,0,0,0,0,0,0,"0,001","0,007","0,001","0,031","0,007","0,002","0,002",0,0,"0,063","0,02",0,0,0,0,0,"83,97"
queso,Patatas fritas y otras patatas blancas fritas,295,"6,03","24,47","0,52","2,2","19,87",5317,7762,"4,917",17,53,53,0,1,0,0,15,"0,119","0,105","1,54","0,166",0,13,13,13,"17,4","0,17",0,"4,5","0,1","2,31",0,"8,6",134,158,22,"0,53","0,91","0,089",5,309,581,0,0,0,"0,109","0,09","0,066","0,14","0,165","0,533","2,65",1318,"0,111",7592,"0,13","0,003","4,51","0,413",0,"0,013","0,002","0,003",0,"47,16"
Quiche de carne,Patatas fritas y otras patatas blancas fritas,260,"3,33","29,76","0,3","2,6","14,22","2,595",5611,4931,3,7,7,0,0,0,0,18,"0,142","0,054","2,19","0,248",4,21,28,25,"25,1","0,03",0,"3,1",0,"1,78",0,11,37,101,25,"0,72","0,47","0,089","1,6",387,365,0,0,0,"0,082","0,008","0,019","0,026","0,034","0,107",1428,"0,736","0,057",5497,"0,094","0,003",4475,"0,449",0,"0,003",0,0,0,"50,79"
Quiche de espinacas,Patatas fritas y otras patatas blancas fritas,260,"3,33","29,76","0,3","2,6","14,22","2,595",5611,4931,3,7,7,0,0,0,0,18,"0,142","0,054","2,19","0,248",4,21,28,25,"25,1","0,03",0,"3,1",0,"1,78",0,11,37,101,25,"0,72","0,47","0,089","1,6",387,365,0,0,0,"0,082","0,008","0,019","0,026","0,034","0,107",1428,"0,736","0,057",5497,"0,094","0,003",4475,"0,449",0,"0,003",0,0,0,"50,79"
Quiche de queso,Patatas fritas y otras patatas blancas fritas,181,"4,55","17,67","1,2","1,5","10,29","2,374",3987,3261,8,14,15,0,5,0,0,13,"0,071","0,068","1,158","0,258",0,17,17,17,"13,5","0,14",0,"9,1",0,"1,63",0,"9,3",84,101,24,"0,61","0,71","0,14","3,9",384,195,0,0,0,"0,044","0,036","0,023","0,057","0,067","0,21",1373,"0,454","0,062",3836,"0,059",0,2877,"0,372",0,"0,004","0,001","0,001",0,"65,7"
Quimbombó frito,Patatas fritas y otras patatas blancas fritas,225,"2,5","23,23","0,34","1,8","14,07",1986,5556,4857,0,0,0,0,3,0,0,15,"0,118","0,029",1888,"0,237",0,21,21,21,"21,6",0,0,"7,8",0,"2,08",0,"15,9",11,79,22,"0,53","0,32","0,095","0,4",435,295,0,0,0,0,0,"0,005","0,019","0,005","0,018",1424,"0,395","0,041",5412,"0,095",0,"4,242","0,611",0,0,0,0,0,"58,58"
Quinua,Patatas fritas y otras patatas blancas fritas,225,"2,5","23,23","0,34","1,8","14,07",1986,5556,4857,0,0,0,0,3,0,0,15,"0,118","0,029",1888,"0,237",0,21,21,21,"21,6",0,0,"7,8",0,"2,08",0,"15,9",11,79,22,"0,53","0,32","0,095","0,4",435,295,0,0,0,0,0,"0,005","0,019","0,005","0,018",1424,"0,395","0,041",5412,"0,095",0,"4,242","0,611",0,0,0,0,0,"58,58"
Raab de brócoli,Puré de patatas y mezclas de patatas blancas.,89,"1,65","14,65","0,5","1,3","2,82","0,577","0,72",1342,0,41,43,0,30,0,0,7,"0,015","0,015","1,08","0,12",0,9,9,9,"13,4","0,07",0,0,0,"0,42",0,"5,9",18,59,15,"0,31","0,22","0,035","0,8",286,306,0,0,0,"0,004",0,"0,002","0,001","0,002","0,006","0,319","0,217","0,003","0,696","0,018",0,"1,163","0,174",0,"0,002","0,001","0,001",0,"79,62"
Rábano,Puré de patatas y mezclas de patatas blancas.,117,"2,05","12,63","1,6","0,9","6,7",3444,1827,"0,728",16,61,63,0,23,0,0,5,"0,148","0,068","0,914","0,172",0,7,7,7,"13,5","0,05",0,"11,7","0,1","0,41",0,"3,6",35,48,13,"0,19","0,21","0,031","0,9",192,252,0,0,0,"0,124","0,095","0,058","0,137","0,16","0,513",1601,"0,645","0,095",1657,"0,012",0,"0,642","0,072",0,"0,008","0,001","0,003",0,"77,38"
Rábano picante,Puré de patatas y mezclas de patatas blancas.,148,"4,32","11,54","1,46","0,8","9,62",5132,"2,428","0,776",25,88,90,0,21,0,0,5,"0,135","0,108","0,822","0,161",0,9,9,9,"13,8","0,16",0,"10,4","0,1","0,45",0,"3,5",107,92,14,"0,18","0,58","0,031","3,8",179,295,0,0,0,"0,181","0,143","0,089","0,213","0,246","0,79","2,371","0,939","0,14","2,273","0,018",0,"0,698","0,077",0,"0,013","0,002","0,005",0,"73,01"
Rábanos en escabeche,Puré de patatas y mezclas de patatas blancas.,103,"1,78","11,16","1,34","0,8","5,88",2883,1667,"0,664",14,49,51,0,18,0,0,4,"0,123","0,065","0,788","0,143",0,6,6,6,"11,6","0,04",0,"9,3","0,1","0,35",0,3,30,43,11,"0,17","0,18","0,029","0,8",162,280,0,0,0,"0,099","0,076","0,046","0,11","0,128","0,413",1379,"0,541","0,099",1504,"0,012",0,"0,589","0,062",0,"0,007","0,001","0,002",0,"79,96"
Raíz de jengibre,Puré de patatas y mezclas de patatas blancas.,117,"2,05","12,63","1,6","0,9","6,7",3444,1827,"0,728",16,61,63,0,23,0,0,5,"0,148","0,068","0,914","0,172",0,7,7,7,"13,5","0,05",0,"11,7","0,1","0,41",0,"3,6",35,48,13,"0,19","0,21","0,031","0,9",192,252,0,0,0,"0,124","0,095","0,058","0,137","0,16","0,513",1601,"0,645","0,095",1657,"0,012",0,"0,642","0,072",0,"0,008","0,001","0,003",0,"77,38"
Raíz de loto,Puré de patatas y mezclas de patatas blancas.,77,"2,14","13,2","1,85",1,"1,89","0,491","0,644","0,655",1,35,36,0,16,0,0,5,"0,159","0,055","0,938","0,193",0,7,7,7,13,"0,17",0,"11,7","0,4","0,45",0,"3,7",41,51,13,"0,18","0,22","0,029","0,6",203,201,0,0,0,"0,006","0,004","0,003","0,008","0,012","0,029","0,25","0,161","0,005","0,638","0,005",0,"0,586","0,066",0,0,0,0,0,"81,54"
rarebit galés,Puré de patatas y mezclas de patatas blancas.,138,"2,07","16,77","2,05","1,1","7,22",3486,1937,"0,926",16,68,70,0,27,0,0,0,"0,084","0,052",1053,"0,307",0,7,7,7,"15,2","0,04",0,"9,6","0,1","0,56",0,"3,4",25,56,20,"0,27","0,29","0,161","0,8",315,370,0,0,0,"0,128","0,095","0,057","0,135","0,159","0,503",1636,"0,662","0,088",1777,"0,013",0,"0,822","0,096","0,001","0,007","0,001","0,003",0,"72,23"
Ravioles rellenos de carne con salsa de crema,Puré de patatas y mezclas de patatas blancas.,120,"1,8","14,48","1,7","0,9","6,3","2,917",1755,"0,822",14,54,56,0,22,0,0,0,"0,072","0,052","0,899","0,251",0,6,6,6,"12,9","0,03",0,"7,7","0,1","0,47",0,"2,8",22,49,17,"0,24","0,25","0,133","0,7",261,373,0,0,0,"0,102","0,076","0,046","0,108","0,128","0,405",1407,"0,555","0,094","1,6","0,013",0,"0,733","0,081","0,001","0,006","0,001","0,002",0,"75,84"
Ravioles rellenos de carne con salsa de tomate o salsa de carne,Puré de patatas y mezclas de patatas blancas.,114,"2,15","17,6","2,13","1,2","4,07","2,146","1,11","0,418",10,36,37,0,12,0,0,0,"0,088","0,054","1,106","0,27",0,8,8,8,"15,3","0,04",0,"10,1",0,"0,25",0,"1,5",25,58,21,"0,28","0,3","0,169","0,9",330,210,0,0,0,"0,077","0,059","0,037","0,087","0,103","0,325","0,997","0,392","0,063","0,999","0,007",0,"0,365","0,044",0,"0,005","0,001","0,002",0,"74,83"
Ravioles rellenos de queso con salsa de carne,Puré de patatas y mezclas de patatas blancas.,145,"4,41","15,98","1,94",1,"7,28",3973,1788,"0,5",20,66,67,0,11,0,0,0,"0,082","0,095","0,993","0,248",0,9,9,9,"15,4","0,15",0,9,"0,1","0,3",0,"1,6",98,101,22,"0,27","0,66","0,154","3,8",303,258,0,0,0,"0,139","0,111","0,07","0,168","0,195","0,622",1832,"0,713","0,112",1686,"0,013",0,"0,45","0,052",0,"0,01","0,002","0,004",0,"70,74"
Ravioles rellenos de queso con salsa de crema,Puré de patatas y mezclas de patatas blancas.,100,"1,86","15,14","1,77",1,"3,78",1845,1093,"0,416",9,29,30,0,10,0,0,0,"0,075","0,054","0,942","0,221",0,7,7,7,13,"0,03",0,"8,1",0,"0,22",0,"1,3",22,50,18,"0,24","0,26","0,139","0,8",273,246,0,0,0,"0,062","0,047","0,03","0,07","0,083","0,263","0,895","0,339","0,074","0,978","0,008",0,"0,368","0,039",0,"0,005","0,001","0,002",0,"77,93"
Ravioles rellenos de queso con salsa de tomate,Puré de patatas y mezclas de patatas blancas.,114,"2,15","17,6","2,13","1,2","4,07","2,146","1,11","0,418",10,36,37,0,12,0,0,0,"0,088","0,054","1,106","0,27",0,8,8,8,"15,3","0,04",0,"10,1",0,"0,25",0,"1,5",25,58,21,"0,28","0,3","0,169","0,9",330,210,0,0,0,"0,077","0,059","0,037","0,087","0,103","0,325","0,997","0,392","0,063","0,999","0,007",0,"0,365","0,044",0,"0,005","0,001","0,002",0,"74,83"
Ravioles rellenos de queso,Puré de patatas y mezclas de patatas blancas.,106,"1,97","13,29","1,76","1,9","5,01",2632,1236,"0,684",13,52,53,0,19,0,0,0,"0,085","0,088","1,02","0,109",0,6,6,6,"15,7","0,22",0,"0,1","0,1","0,29",0,"2,4",34,61,14,"0,27","0,3","0,011","0,8",274,298,0,0,0,"0,087","0,068","0,043","0,109","0,123","0,4",1255,"0,462","0,079",1095,"0,013","0,001","0,573","0,089","0,001","0,007","0,002","0,003",0,"78,27"
Raviolis,Puré de patatas y mezclas de patatas blancas.,138,"4,26","12,13","1,61","1,7","8,12","4,407",1901,"0,737",22,80,81,0,17,0,0,0,"0,079","0,126","0,916","0,105",0,8,8,8,"15,8","0,31",0,"0,1","0,2","0,34",0,"2,4",106,104,15,"0,26","0,66","0,013","3,7",253,336,0,0,0,"0,148","0,119","0,076","0,188","0,213","0,689",2062,"0,776","0,126",1772,"0,018","0,001","0,636","0,092","0,001","0,012","0,003","0,005",0,"73,81"
Rebanada de almuerzo,Papas fritas,532,"6,39","53,83","0,33","3,1","33,98","3,4",18963,8282,0,0,0,0,0,0,0,0,"0,213","0,088",4762,"0,531",0,29,29,29,"12,1",0,0,"21,6",0,"10,45",0,"22,1",21,153,63,"1,28","1,09","0,234","2,5",1196,527,0,0,0,0,0,"0,002","0,001",0,"0,044","2,157","0,802","0,069","18,6","0,243","0,01","7,904","0,358",0,"0,009","0,001",0,0,"1,86"
Reemplazo de mantequilla,Papas fritas,487,"6,51","55,92","5,47","3,8","31,06",4002,"13,221","12,207",0,0,20,5,203,60,130,151,"0,221","0,119",4957,"0,375",0,64,64,64,"11,5",0,0,"62,4",0,"4,42",0,"16,1",32,145,58,"1,36","0,98","0,247","0,4",1186,545,0,0,0,0,0,"0,005","0,01","0,004","0,051","2,799","0,798","0,052","13,04","0,115","0,003",11887,"0,296","0,005","0,009",0,0,0,"2,48"
Refresco con sabor a chocolate,Patatas fritas y otras patatas blancas fritas,237,"1,9","24,4","0,28","2,3","15,46","2,315","6,24",5734,0,0,0,0,3,0,0,15,"0,172","0,06",1786,"0,191",0,16,16,16,"24,5",0,0,"6,4",0,"1,42",0,"9,4",13,63,16,"0,47","0,26","0,074","0,3",243,421,0,0,0,0,0,0,0,0,"0,039","1,71","0,43","0,053",6074,"0,101","0,001","5,195","0,529",0,"0,002",0,0,0,"56,52"
Refresco con sabor a chocolate.,Patatas fritas y otras patatas blancas fritas,225,"2,5","23,23","0,34","1,8","14,07",1986,5556,4857,0,0,0,0,3,0,0,15,"0,118","0,029",1888,"0,237",0,21,21,21,"21,6",0,0,"7,8",0,"2,08",0,"15,9",11,79,22,"0,53","0,32","0,095","0,4",435,295,0,0,0,0,0,"0,005","0,019","0,005","0,018",1424,"0,395","0,041",5412,"0,095",0,"4,242","0,611",0,0,0,0,0,"58,58"
Refresco con sabor a fruta que contiene cafeína.,Patatas fritas y otras patatas blancas fritas,237,"1,9","24,4","0,28","2,3","15,46","2,315","6,24",5734,0,0,0,0,3,0,0,15,"0,172","0,06",1786,"0,191",0,16,16,16,"24,5",0,0,"6,4",0,"1,42",0,"9,4",13,63,16,"0,47","0,26","0,074","0,3",243,421,0,0,0,0,0,0,0,0,"0,039","1,71","0,43","0,053",6074,"0,101","0,001","5,195","0,529",0,"0,002",0,0,0,"56,52"
Refresco con sabor a fruta,Patatas fritas y otras patatas blancas fritas,158,"2,75","25,55","0,37",2,"5,48","0,848",1874,1502,0,0,0,0,3,0,0,16,"0,13","0,032",2077,"0,261",0,23,23,23,"23,7",0,0,"8,6",0,"0,39",0,"7,4",12,87,24,"0,57","0,35","0,104","0,4",478,324,0,0,0,0,0,"0,005","0,021","0,006","0,015","0,607","0,147","0,01",1824,"0,037",0,1266,"0,235",0,0,0,0,0,"64,44"
Refresco tipo pimienta,Patatas fritas y otras patatas blancas fritas,166,"2,02","19,34","1,3","1,7","9,16",1238,3841,3524,0,0,0,0,3,0,0,14,"0,077","0,031","1,27","0,277",0,17,17,17,"13,3",0,0,"10,1",0,"1,76",0,"10,1",9,54,24,"0,66","0,3","0,151","0,3",419,147,0,0,0,0,0,0,"0,001","0,003","0,005","0,886","0,265","0,033",3741,"0,061",0,"3,114","0,406",0,0,0,0,0,"68,08"
Refresco tipo pimiento descafeinado,Papas fritas,467,"4,97","71,04","4,99","4,8","18,11","2,618",9861,"4,213",0,0,0,0,0,0,0,0,"0,338","0,07","4,07","0,507",0,0,0,0,"31,4",0,0,0,0,"2,17",0,"7,2",125,273,43,"0,8","0,45","0,103","8,1",717,726,0,0,0,0,0,0,0,"0,014","0,003",1803,"0,798",0,9861,0,0,4017,"0,196",0,0,0,0,0,"1,4"
